month,island,accommodation_type,tier,origin_market,visitor_arrivals
2025-07-01,Kauai,timeshare,luxury,Other,159
2025-07-01,Kauai,timeshare,mid_market,US_mainland,4744
2025-07-01,Kauai,timeshare,mid_market,Japan,1630
2025-07-01,Kauai,timeshare,mid_market,Canada,821
2025-07-01,Kauai,timeshare,mid_market,Europe,687
2025-07-01,Kauai,timeshare,mid_market,Other,317
2025-07-01,Kauai,timeshare,budget,US_mainland,2010
2025-07-01,Kauai,timeshare,budget,Japan,573
2025-07-01,Kauai,timeshare,budget,Canada,318
2025-07-01,Kauai,timeshare,budget,Europe,229
2025-07-01,Kauai,timeshare,budget,Other,128
2025-07-01,Hawaii,hotel,luxury,US_mainland,11233
2025-07-01,Hawaii,hotel,luxury,Japan,3350
2025-07-01,Hawaii,hotel,luxury,Canada,1912
2025-07-01,Hawaii,hotel,luxury,Europe,1512
2025-07-01,Hawaii,hotel,luxury,Other,717
2025-07-01,Hawaii,hotel,mid_market,US_mainland,25829
2025-07-01,Hawaii,hotel,mid_market,Japan,7671
2025-07-01,Hawaii,hotel,mid_market,Canada,4042
2025-07-01,Hawaii,hotel,mid_market,Europe,3426
2025-07-01,Hawaii,hotel,mid_market,Other,1713
2025-07-01,Hawaii,hotel,budget,US_mainland,8773
2025-07-01,Hawaii,hotel,budget,Japan,2779
2025-07-01,Hawaii,hotel,budget,Canada,1430
2025-07-01,Hawaii,hotel,budget,Europe,1279
2025-07-01,Hawaii,hotel,budget,Other,569
2025-07-01,Hawaii,vacation_rental,luxury,US_mainland,6427
2025-07-01,Hawaii,vacation_rental,luxury,Japan,1749
2025-07-01,Hawaii,vacation_rental,luxury,Canada,971
2025-07-01,Hawaii,vacation_rental,luxury,Europe,776
2025-07-01,Hawaii,vacation_rental,luxury,Other,394
2025-07-01,Hawaii,vacation_rental,mid_market,US_mainland,13006
2025-07-01,Hawaii,vacation_rental,mid_market,Japan,3943
2025-07-01,Hawaii,vacation_rental,mid_market,Canada,2285
2025-07-01,Hawaii,vacation_rental,mid_market,Europe,1735
2025-07-01,Hawaii,vacation_rental,mid_market,Other,940
2025-07-01,Hawaii,vacation_rental,budget,US_mainland,4805
2025-07-01,Hawaii,vacation_rental,budget,Japan,1381
2025-07-01,Hawaii,vacation_rental,budget,Canada,828
2025-07-01,Hawaii,vacation_rental,budget,Europe,631
2025-07-01,Hawaii,vacation_rental,budget,Other,354
2025-07-01,Hawaii,timeshare,luxury,US_mainland,3021
2025-07-01,Hawaii,timeshare,luxury,Japan,857
2025-07-01,Hawaii,timeshare,luxury,Canada,532
2025-07-01,Hawaii,timeshare,luxury,Europe,441
2025-07-01,Hawaii,timeshare,luxury,Other,218
2025-07-01,Hawaii,timeshare,mid_market,US_mainland,7016
2025-07-01,Hawaii,timeshare,mid_market,Japan,1934
2025-07-01,Hawaii,timeshare,mid_market,Canada,1064
2025-07-01,Hawaii,timeshare,mid_market,Europe,913
2025-07-01,Hawaii,timeshare,mid_market,Other,472
2025-07-01,Hawaii,timeshare,budget,US_mainland,2326
2025-07-01,Hawaii,timeshare,budget,Japan,716
2025-07-01,Hawaii,timeshare,budget,Canada,396
2025-07-01,Hawaii,timeshare,budget,Europe,357
2025-07-01,Hawaii,timeshare,budget,Other,160
2025-08-01,Maui,hotel,luxury,US_mainland,17772
2025-08-01,Maui,hotel,luxury,Japan,5019
2025-08-01,Maui,hotel,luxury,Canada,2824
2025-08-01,Maui,hotel,luxury,Europe,2208
2025-08-01,Maui,hotel,luxury,Other,1152
2025-08-01,Maui,hotel,mid_market,US_mainland,41221
2025-08-01,Maui,hotel,mid_market,Japan,11444
2025-08-01,Maui,hotel,mid_market,Canada,6804
2025-08-01,Maui,hotel,mid_market,Europe,4903
2025-08-01,Maui,hotel,mid_market,Other,2730
2025-08-01,Maui,hotel,budget,US_mainland,13261
2025-08-01,Maui,hotel,budget,Japan,4531
2025-08-01,Maui,hotel,budget,Canada,2446
2025-08-01,Maui,hotel,budget,Europe,1806
2025-08-01,Maui,hotel,budget,Other,932
2025-08-01,Maui,vacation_rental,luxury,US_mainland,9653
2025-08-01,Maui,vacation_rental,luxury,Japan,2982
2025-08-01,Maui,vacation_rental,luxury,Canada,1723
2025-08-01,Maui,vacation_rental,luxury,Europe,1215
2025-08-01,Maui,vacation_rental,luxury,Other,683
2025-08-01,Maui,vacation_rental,mid_market,US_mainland,20361
2025-08-01,Maui,vacation_rental,mid_market,Japan,6333
2025-08-01,Maui,vacation_rental,mid_market,Canada,3839
2025-08-01,Maui,vacation_rental,mid_market,Europe,2756
2025-08-01,Maui,vacation_rental,mid_market,Other,1404
2025-08-01,Maui,vacation_rental,budget,US_mainland,8237
2025-08-01,Maui,vacation_rental,budget,Japan,2452
2025-08-01,Maui,vacation_rental,budget,Canada,1331
2025-08-01,Maui,vacation_rental,budget,Europe,1089
2025-08-01,Maui,vacation_rental,budget,Other,488
2025-08-01,Maui,timeshare,luxury,US_mainland,5028
2025-08-01,Maui,timeshare,luxury,Japan,1359
2025-08-01,Maui,timeshare,luxury,Canada,870
2025-08-01,Maui,timeshare,luxury,Europe,615
2025-08-01,Maui,timeshare,luxury,Other,321
2025-08-01,Maui,timeshare,mid_market,US_mainland,10880
2025-08-01,Maui,timeshare,mid_market,Japan,3373
2025-08-01,Maui,timeshare,mid_market,Canada,1838
2025-08-01,Maui,timeshare,mid_market,Europe,1357
2025-08-01,Maui,timeshare,mid_market,Other,701
2025-08-01,Maui,timeshare,budget,US_mainland,3812
2025-08-01,Maui,timeshare,budget,Japan,1082
2025-08-01,Maui,timeshare,budget,Canada,669
2025-08-01,Maui,timeshare,budget,Europe,548
2025-08-01,Maui,timeshare,budget,Other,280
2025-08-01,Oahu,hotel,luxury,US_mainland,33344
2025-08-01,Oahu,hotel,luxury,Japan,10741
2025-08-01,Oahu,hotel,luxury,Canada,5541
2025-08-01,Oahu,hotel,luxury,Europe,4658
2025-08-01,Oahu,hotel,luxury,Other,2191
2025-08-01,Oahu,hotel,mid_market,US_mainland,79880
2025-08-01,Oahu,hotel,mid_market,Japan,24174
2025-08-01,Oahu,hotel,mid_market,Canada,14294
2025-08-01,Oahu,hotel,mid_market,Europe,11388
2025-08-01,Oahu,hotel,mid_market,Other,5773
2025-08-01,Oahu,hotel,budget,US_mainland,31193
2025-08-01,Oahu,hotel,budget,Japan,9341
2025-08-01,Oahu,hotel,budget,Canada,5529
2025-08-01,Oahu,hotel,budget,Europe,4220
2025-08-01,Oahu,hotel,budget,Other,2001
2025-08-01,Oahu,vacation_rental,luxury,US_mainland,21088
2025-08-01,Oahu,vacation_rental,luxury,Japan,6505
2025-08-01,Oahu,vacation_rental,luxury,Canada,3275
2025-08-01,Oahu,vacation_rental,luxury,Europe,2874
2025-08-01,Oahu,vacation_rental,luxury,Other,1344
2025-08-01,Oahu,vacation_rental,mid_market,US_mainland,45082
2025-08-01,Oahu,vacation_rental,mid_market,Japan,14258
2025-08-01,Oahu,vacation_rental,mid_market,Canada,7562
2025-08-01,Oahu,vacation_rental,mid_market,Europe,6497
2025-08-01,Oahu,vacation_rental,mid_market,Other,3110
2025-08-01,Oahu,vacation_rental,budget,US_mainland,18120
2025-08-01,Oahu,vacation_rental,budget,Japan,4683
2025-08-01,Oahu,vacation_rental,budget,Canada,2866
2025-08-01,Oahu,vacation_rental,budget,Europe,2118
2025-08-01,Oahu,vacation_rental,budget,Other,1183
2025-08-01,Oahu,timeshare,luxury,US_mainland,11097
2025-08-01,Oahu,timeshare,luxury,Japan,3338
2025-08-01,Oahu,timeshare,luxury,Canada,1632
2025-08-01,Oahu,timeshare,luxury,Europe,1399
2025-08-01,Oahu,timeshare,luxury,Other,671
2025-08-01,Oahu,timeshare,mid_market,US_mainland,24850
2025-08-01,Oahu,timeshare,mid_market,Japan,6435
2025-08-01,Oahu,timeshare,mid_market,Canada,3681
2025-08-01,Oahu,timeshare,mid_market,Europe,3152
2025-08-01,Oahu,timeshare,mid_market,Other,1517
2025-08-01,Oahu,timeshare,budget,US_mainland,8048
2025-08-01,Oahu,timeshare,budget,Japan,2505
2025-08-01,Oahu,timeshare,budget,Canada,1468
2025-08-01,Oahu,timeshare,budget,Europe,1111
2025-08-01,Oahu,timeshare,budget,Other,592
2025-08-01,Kauai,hotel,luxury,US_mainland,8466
2025-08-01,Kauai,hotel,luxury,Japan,2405
2025-08-01,Kauai,hotel,luxury,Canada,1423
2025-08-01,Kauai,hotel,luxury,Europe,1166
2025-08-01,Kauai,hotel,luxury,Other,533
2025-08-01,Kauai,hotel,mid_market,US_mainland,18522
2025-08-01,Kauai,hotel,mid_market,Japan,5687
2025-08-01,Kauai,hotel,mid_market,Canada,2880
2025-08-01,Kauai,hotel,mid_market,Europe,2341
2025-08-01,Kauai,hotel,mid_market,Other,1273
2025-08-01,Kauai,hotel,budget,US_mainland,6961
2025-08-01,Kauai,hotel,budget,Japan,1985
2025-08-01,Kauai,hotel,budget,Canada,1140
2025-08-01,Kauai,hotel,budget,Europe,868
2025-08-01,Kauai,hotel,budget,Other,468
2025-08-01,Kauai,vacation_rental,luxury,US_mainland,4993
2025-08-01,Kauai,vacation_rental,luxury,Japan,1367
2025-08-01,Kauai,vacation_rental,luxury,Canada,721
2025-08-01,Kauai,vacation_rental,luxury,Europe,593
2025-08-01,Kauai,vacation_rental,luxury,Other,308
2025-08-01,Kauai,vacation_rental,mid_market,US_mainland,10345
2025-08-01,Kauai,vacation_rental,mid_market,Japan,3133
2025-08-01,Kauai,vacation_rental,mid_market,Canada,1700
2025-08-01,Kauai,vacation_rental,mid_market,Europe,1401
2025-08-01,Kauai,vacation_rental,mid_market,Other,707
2025-08-01,Kauai,vacation_rental,budget,US_mainland,3496
2025-08-01,Kauai,vacation_rental,budget,Japan,1164
2025-08-01,Kauai,vacation_rental,budget,Canada,593
2025-08-01,Kauai,vacation_rental,budget,Europe,484
2025-08-01,Kauai,vacation_rental,budget,Other,262
2025-08-01,Kauai,timeshare,luxury,US_mainland,2502
2025-08-01,Kauai,timeshare,luxury,Japan,675
2025-08-01,Kauai,timeshare,luxury,Canada,389
2025-08-01,Kauai,timeshare,luxury,Europe,321
2025-08-01,Kauai,timeshare,luxury,Other,144
2025-08-01,Kauai,timeshare,mid_market,US_mainland,4848
2025-08-01,Kauai,timeshare,mid_market,Japan,1449
2025-08-01,Kauai,timeshare,mid_market,Canada,884
2025-08-01,Kauai,timeshare,mid_market,Europe,707
2025-08-01,Kauai,timeshare,mid_market,Other,320
2025-08-01,Kauai,timeshare,budget,US_mainland,1896
2025-08-01,Kauai,timeshare,budget,Japan,531
2025-08-01,Kauai,timeshare,budget,Canada,332
2025-08-01,Kauai,timeshare,budget,Europe,244
2025-08-01,Kauai,timeshare,budget,Other,123
2025-08-01,Hawaii,hotel,luxury,US_mainland,11898
2025-08-01,Hawaii,hotel,luxury,Japan,3534
2025-08-01,Hawaii,hotel,luxury,Canada,1778
2025-08-01,Hawaii,hotel,luxury,Europe,1497
2025-08-01,Hawaii,hotel,luxury,Other,811
2025-08-01,Hawaii,hotel,mid_market,US_mainland,26399
2025-08-01,Hawaii,hotel,mid_market,Japan,7621
2025-08-01,Hawaii,hotel,mid_market,Canada,4356
2025-08-01,Hawaii,hotel,mid_market,Europe,3313
2025-08-01,Hawaii,hotel,mid_market,Other,1712
2025-08-01,Hawaii,hotel,budget,US_mainland,9773
2025-08-01,Hawaii,hotel,budget,Japan,2573
2025-08-01,Hawaii,hotel,budget,Canada,1518
2025-08-01,Hawaii,hotel,budget,Europe,1220
2025-08-01,Hawaii,hotel,budget,Other,563
2025-08-01,Hawaii,vacation_rental,luxury,US_mainland,6643
2025-08-01,Hawaii,vacation_rental,luxury,Japan,1964
2025-08-01,Hawaii,vacation_rental,luxury,Canada,1032
2025-08-01,Hawaii,vacation_rental,luxury,Europe,829
2025-08-01,Hawaii,vacation_rental,luxury,Other,442
2025-08-01,Hawaii,vacation_rental,mid_market,US_mainland,12956
2025-08-01,Hawaii,vacation_rental,mid_market,Japan,4150
2025-08-01,Hawaii,vacation_rental,mid_market,Canada,2361
2025-08-01,Hawaii,vacation_rental,mid_market,Europe,1713
2025-08-01,Hawaii,vacation_rental,mid_market,Other,894
2025-08-01,Hawaii,vacation_rental,budget,US_mainland,5048
2025-08-01,Hawaii,vacation_rental,budget,Japan,1582
2025-08-01,Hawaii,vacation_rental,budget,Canada,829
2025-08-01,Hawaii,vacation_rental,budget,Europe,650
2025-08-01,Hawaii,vacation_rental,budget,Other,357
2025-08-01,Hawaii,timeshare,luxury,US_mainland,3312
2025-08-01,Hawaii,timeshare,luxury,Japan,971
2025-08-01,Hawaii,timeshare,luxury,Canada,499
2025-08-01,Hawaii,timeshare,luxury,Europe,445
2025-08-01,Hawaii,timeshare,luxury,Other,223
2025-08-01,Hawaii,timeshare,mid_market,US_mainland,6779
2025-08-01,Hawaii,timeshare,mid_market,Japan,1929
2025-08-01,Hawaii,timeshare,mid_market,Canada,1123
2025-08-01,Hawaii,timeshare,mid_market,Europe,940
2025-08-01,Hawaii,timeshare,mid_market,Other,474
2025-08-01,Hawaii,timeshare,budget,US_mainland,2404
2025-08-01,Hawaii,timeshare,budget,Japan,769
2025-08-01,Hawaii,timeshare,budget,Canada,438
2025-08-01,Hawaii,timeshare,budget,Europe,342
2025-08-01,Hawaii,timeshare,budget,Other,177
2025-09-01,Maui,hotel,luxury,US_mainland,15770
2025-09-01,Maui,hotel,luxury,Japan,4411
2025-09-01,Maui,hotel,luxury,Canada,2625
2025-09-01,Maui,hotel,luxury,Europe,1990
2025-09-01,Maui,hotel,luxury,Other,1004
2025-09-01,Maui,hotel,mid_market,US_mainland,34910
2025-09-01,Maui,hotel,mid_market,Japan,10977
2025-09-01,Maui,hotel,mid_market,Canada,5798
2025-09-01,Maui,hotel,mid_market,Europe,4862
2025-09-01,Maui,hotel,mid_market,Other,2266
2025-09-01,Maui,hotel,budget,US_mainland,12738
2025-09-01,Maui,hotel,budget,Japan,3601
2025-09-01,Maui,hotel,budget,Canada,1932
2025-09-01,Maui,hotel,budget,Europe,1608
2025-09-01,Maui,hotel,budget,Other,821
2025-09-01,Maui,vacation_rental,luxury,US_mainland,8518
2025-09-01,Maui,vacation_rental,luxury,Japan,2594
2025-09-01,Maui,vacation_rental,luxury,Canada,1385
2025-09-01,Maui,vacation_rental,luxury,Europe,1168
2025-09-01,Maui,vacation_rental,luxury,Other,592
2025-09-01,Maui,vacation_rental,mid_market,US_mainland,17896
2025-09-01,Maui,vacation_rental,mid_market,Japan,5868
2025-09-01,Maui,vacation_rental,mid_market,Canada,3241
2025-09-01,Maui,vacation_rental,mid_market,Europe,2480
2025-09-01,Maui,vacation_rental,mid_market,Other,1142
2025-09-01,Maui,vacation_rental,budget,US_mainland,6356
2025-09-01,Maui,vacation_rental,budget,Japan,2077
2025-09-01,Maui,vacation_rental,budget,Canada,1069
2025-09-01,Maui,vacation_rental,budget,Europe,934
2025-09-01,Maui,vacation_rental,budget,Other,425
2025-09-01,Maui,timeshare,luxury,US_mainland,4068
2025-09-01,Maui,timeshare,luxury,Japan,1213
2025-09-01,Maui,timeshare,luxury,Canada,740
2025-09-01,Maui,timeshare,luxury,Europe,579
2025-09-01,Maui,timeshare,luxury,Other,272
2025-09-01,Maui,timeshare,mid_market,US_mainland,9641
2025-09-01,Maui,timeshare,mid_market,Japan,2572
2025-09-01,Maui,timeshare,mid_market,Canada,1622
2025-09-01,Maui,timeshare,mid_market,Europe,1157
2025-09-01,Maui,timeshare,mid_market,Other,654
2025-09-01,Maui,timeshare,budget,US_mainland,3498
2025-09-01,Maui,timeshare,budget,Japan,1070
2025-09-01,Maui,timeshare,budget,Canada,583
2025-09-01,Maui,timeshare,budget,Europe,454
2025-09-01,Maui,timeshare,budget,Other,215
2025-09-01,Oahu,hotel,luxury,US_mainland,31349
2025-09-01,Oahu,hotel,luxury,Japan,8860
2025-09-01,Oahu,hotel,luxury,Canada,4828
2025-09-01,Oahu,hotel,luxury,Europe,4103
2025-09-01,Oahu,hotel,luxury,Other,2135
2025-09-01,Oahu,hotel,mid_market,US_mainland,69585
2025-09-01,Oahu,hotel,mid_market,Japan,22811
2025-09-01,Oahu,hotel,mid_market,Canada,12709
2025-09-01,Oahu,hotel,mid_market,Europe,9165
2025-09-01,Oahu,hotel,mid_market,Other,4763
2025-09-01,Oahu,hotel,budget,US_mainland,24306
2025-09-01,Oahu,hotel,budget,Japan,7593
2025-09-01,Oahu,hotel,budget,Canada,4478
2025-09-01,Oahu,hotel,budget,Europe,3673
2025-09-01,Oahu,hotel,budget,Other,1861
2025-09-01,Oahu,vacation_rental,luxury,US_mainland,18922
2025-09-01,Oahu,vacation_rental,luxury,Japan,5747
2025-09-01,Oahu,vacation_rental,luxury,Canada,3094
2025-09-01,Oahu,vacation_rental,luxury,Europe,2453
2025-09-01,Oahu,vacation_rental,luxury,Other,1247
2025-09-01,Oahu,vacation_rental,mid_market,US_mainland,39835
2025-09-01,Oahu,vacation_rental,mid_market,Japan,12058
2025-09-01,Oahu,vacation_rental,mid_market,Canada,6881
2025-09-01,Oahu,vacation_rental,mid_market,Europe,5664
2025-09-01,Oahu,vacation_rental,mid_market,Other,2549
2025-09-01,Oahu,vacation_rental,budget,US_mainland,13636
2025-09-01,Oahu,vacation_rental,budget,Japan,4440
2025-09-01,Oahu,vacation_rental,budget,Canada,2276
2025-09-01,Oahu,vacation_rental,budget,Europe,1817
2025-09-01,Oahu,vacation_rental,budget,Other,961
2025-09-01,Oahu,timeshare,luxury,US_mainland,8810
2025-09-01,Oahu,timeshare,luxury,Japan,2665
2025-09-01,Oahu,timeshare,luxury,Canada,1511
2025-09-01,Oahu,timeshare,luxury,Europe,1127
2025-09-01,Oahu,timeshare,luxury,Other,607
2025-09-01,Oahu,timeshare,mid_market,US_mainland,18995
2025-09-01,Oahu,timeshare,mid_market,Japan,5770
2025-09-01,Oahu,timeshare,mid_market,Canada,3406
2025-09-01,Oahu,timeshare,mid_market,Europe,2490
2025-09-01,Oahu,timeshare,mid_market,Other,1245
2025-09-01,Oahu,timeshare,budget,US_mainland,6985
2025-09-01,Oahu,timeshare,budget,Japan,2002
2025-09-01,Oahu,timeshare,budget,Canada,1281
2025-09-01,Oahu,timeshare,budget,Europe,976
2025-09-01,Oahu,timeshare,budget,Other,492
2025-09-01,Kauai,hotel,luxury,US_mainland,7325
2025-09-01,Kauai,hotel,luxury,Japan,2226
2025-09-01,Kauai,hotel,luxury,Canada,1195
2025-09-01,Kauai,hotel,luxury,Europe,1023
2025-09-01,Kauai,hotel,luxury,Other,475
2025-09-01,Kauai,hotel,mid_market,US_mainland,15416
2025-09-01,Kauai,hotel,mid_market,Japan,4597
2025-09-01,Kauai,hotel,mid_market,Canada,2504
2025-09-01,Kauai,hotel,mid_market,Europe,2154
2025-09-01,Kauai,hotel,mid_market,Other,1061
2025-09-01,Kauai,hotel,budget,US_mainland,5903
2025-09-01,Kauai,hotel,budget,Japan,1646
2025-09-01,Kauai,hotel,budget,Canada,934
2025-09-01,Kauai,hotel,budget,Europe,747
2025-09-01,Kauai,hotel,budget,Other,381
2025-09-01,Kauai,vacation_rental,luxury,US_mainland,3912
2025-09-01,Kauai,vacation_rental,luxury,Japan,1146
2025-09-01,Kauai,vacation_rental,luxury,Canada,694
2025-09-01,Kauai,vacation_rental,luxury,Europe,536
2025-09-01,Kauai,vacation_rental,luxury,Other,288
2025-09-01,Kauai,vacation_rental,mid_market,US_mainland,9259
2025-09-01,Kauai,vacation_rental,mid_market,Japan,2844
2025-09-01,Kauai,vacation_rental,mid_market,Canada,1352
2025-09-01,Kauai,vacation_rental,mid_market,Europe,1205
2025-09-01,Kauai,vacation_rental,mid_market,Other,582
2025-09-01,Kauai,vacation_rental,budget,US_mainland,3408
2025-09-01,Kauai,vacation_rental,budget,Japan,978
2025-09-01,Kauai,vacation_rental,budget,Canada,544
2025-09-01,Kauai,vacation_rental,budget,Europe,458
2025-09-01,Kauai,vacation_rental,budget,Other,220
2025-09-01,Kauai,timeshare,luxury,US_mainland,1943
2025-09-01,Kauai,timeshare,luxury,Japan,640
2025-09-01,Kauai,timeshare,luxury,Canada,357
2025-09-01,Kauai,timeshare,luxury,Europe,262
2025-09-01,Kauai,timeshare,luxury,Other,134
2025-09-01,Kauai,timeshare,mid_market,US_mainland,4249
2025-09-01,Kauai,timeshare,mid_market,Japan,1407
2025-09-01,Kauai,timeshare,mid_market,Canada,771
2025-09-01,Kauai,timeshare,mid_market,Europe,575
2025-09-01,Kauai,timeshare,mid_market,Other,308
2025-09-01,Kauai,timeshare,budget,US_mainland,1587
2025-09-01,Kauai,timeshare,budget,Japan,445
2025-09-01,Kauai,timeshare,budget,Canada,284
2025-09-01,Kauai,timeshare,budget,Europe,203
2025-09-01,Kauai,timeshare,budget,Other,107
2025-09-01,Hawaii,hotel,luxury,US_mainland,10483
2025-09-01,Hawaii,hotel,luxury,Japan,2778
2025-09-01,Hawaii,hotel,luxury,Canada,1749
2025-09-01,Hawaii,hotel,luxury,Europe,1312
2025-09-01,Hawaii,hotel,luxury,Other,601
2025-09-01,Hawaii,hotel,mid_market,US_mainland,20023
2025-09-01,Hawaii,hotel,mid_market,Japan,6632
2025-09-01,Hawaii,hotel,mid_market,Canada,3743
2025-09-01,Hawaii,hotel,mid_market,Europe,3037
2025-09-01,Hawaii,hotel,mid_market,Other,1417
2025-09-01,Hawaii,hotel,budget,US_mainland,7329
2025-09-01,Hawaii,hotel,budget,Japan,2362
2025-09-01,Hawaii,hotel,budget,Canada,1346
2025-09-01,Hawaii,hotel,budget,Europe,1123
2025-09-01,Hawaii,hotel,budget,Other,545
2025-09-01,Hawaii,vacation_rental,luxury,US_mainland,5460
2025-09-01,Hawaii,vacation_rental,luxury,Japan,1713
2025-09-01,Hawaii,vacation_rental,luxury,Canada,924
2025-09-01,Hawaii,vacation_rental,luxury,Europe,672
2025-09-01,Hawaii,vacation_rental,luxury,Other,353
2025-09-01,Hawaii,vacation_rental,mid_market,US_mainland,11421
2025-09-01,Hawaii,vacation_rental,mid_market,Japan,3289
2025-09-01,Hawaii,vacation_rental,mid_market,Canada,1817
2025-09-01,Hawaii,vacation_rental,mid_market,Europe,1639
2025-09-01,Hawaii,vacation_rental,mid_market,Other,790
2025-09-01,Hawaii,vacation_rental,budget,US_mainland,4319
2025-09-01,Hawaii,vacation_rental,budget,Japan,1225
2025-09-01,Hawaii,vacation_rental,budget,Canada,684
2025-09-01,Hawaii,vacation_rental,budget,Europe,559
2025-09-01,Hawaii,vacation_rental,budget,Other,290
2025-09-01,Hawaii,timeshare,luxury,US_mainland,2639
2025-09-01,Hawaii,timeshare,luxury,Japan,738
2025-09-01,Hawaii,timeshare,luxury,Canada,457
2025-09-01,Hawaii,timeshare,luxury,Europe,358
2025-09-01,Hawaii,timeshare,luxury,Other,182
2025-09-01,Hawaii,timeshare,mid_market,US_mainland,5980
2025-09-01,Hawaii,timeshare,mid_market,Japan,1833
2025-09-01,Hawaii,timeshare,mid_market,Canada,992
2025-09-01,Hawaii,timeshare,mid_market,Europe,808
2025-09-01,Hawaii,timeshare,mid_market,Other,364
2025-09-01,Hawaii,timeshare,budget,US_mainland,2280
2025-09-01,Hawaii,timeshare,budget,Japan,600
2025-09-01,Hawaii,timeshare,budget,Canada,372
2025-09-01,Hawaii,timeshare,budget,Europe,276
2025-09-01,Hawaii,timeshare,budget,Other,133
2025-10-01,Maui,hotel,luxury,US_mainland,16187
2025-10-01,Maui,hotel,luxury,Japan,4612
2025-10-01,Maui,hotel,luxury,Canada,2545
2025-10-01,Maui,hotel,luxury,Europe,2124
2025-10-01,Maui,hotel,luxury,Other,1031
2025-10-01,Maui,hotel,mid_market,US_mainland,34344
2025-10-01,Maui,hotel,mid_market,Japan,9652
2025-10-01,Maui,hotel,mid_market,Canada,5594
2025-10-01,Maui,hotel,mid_market,Europe,4772
2025-10-01,Maui,hotel,mid_market,Other,2294
2025-10-01,Maui,hotel,budget,US_mainland,13337
2025-10-01,Maui,hotel,budget,Japan,3514
2025-10-01,Maui,hotel,budget,Canada,2129
2025-10-01,Maui,hotel,budget,Europe,1766
2025-10-01,Maui,hotel,budget,Other,867
2025-10-01,Maui,vacation_rental,luxury,US_mainland,8780
2025-10-01,Maui,vacation_rental,luxury,Japan,2489
2025-10-01,Maui,vacation_rental,luxury,Canada,1513
2025-10-01,Maui,vacation_rental,luxury,Europe,1139
2025-10-01,Maui,vacation_rental,luxury,Other,570
2025-10-01,Maui,vacation_rental,mid_market,US_mainland,17510
2025-10-01,Maui,vacation_rental,mid_market,Japan,5147
2025-10-01,Maui,vacation_rental,mid_market,Canada,3154
2025-10-01,Maui,vacation_rental,mid_market,Europe,2499
2025-10-01,Maui,vacation_rental,mid_market,Other,1331
2025-10-01,Maui,vacation_rental,budget,US_mainland,6564
2025-10-01,Maui,vacation_rental,budget,Japan,2113
2025-10-01,Maui,vacation_rental,budget,Canada,1202
2025-10-01,Maui,vacation_rental,budget,Europe,881
2025-10-01,Maui,vacation_rental,budget,Other,445
2025-10-01,Maui,timeshare,luxury,US_mainland,4334
2025-10-01,Maui,timeshare,luxury,Japan,1273
2025-10-01,Maui,timeshare,luxury,Canada,668
2025-10-01,Maui,timeshare,luxury,Europe,539
2025-10-01,Maui,timeshare,luxury,Other,297
2025-10-01,Maui,timeshare,mid_market,US_mainland,8861
2025-10-01,Maui,timeshare,mid_market,Japan,2652
2025-10-01,Maui,timeshare,mid_market,Canada,1627
2025-10-01,Maui,timeshare,mid_market,Europe,1312
2025-10-01,Maui,timeshare,mid_market,Other,656
2025-10-01,Maui,timeshare,budget,US_mainland,3622
2025-10-01,Maui,timeshare,budget,Japan,1097
2025-10-01,Maui,timeshare,budget,Canada,561
2025-10-01,Maui,timeshare,budget,Europe,455
2025-10-01,Maui,timeshare,budget,Other,218
2025-10-01,Oahu,hotel,luxury,US_mainland,27483
2025-10-01,Oahu,hotel,luxury,Japan,7736
2025-10-01,Oahu,hotel,luxury,Canada,5099
2025-10-01,Oahu,hotel,luxury,Europe,3929
2025-10-01,Oahu,hotel,luxury,Other,1915
2025-10-01,Oahu,hotel,mid_market,US_mainland,66187
2025-10-01,Oahu,hotel,mid_market,Japan,21637
2025-10-01,Oahu,hotel,mid_market,Canada,10978
2025-10-01,Oahu,hotel,mid_market,Europe,9562
2025-10-01,Oahu,hotel,mid_market,Other,4992
2025-10-01,Oahu,hotel,budget,US_mainland,25481
2025-10-01,Oahu,hotel,budget,Japan,7812
2025-10-01,Oahu,hotel,budget,Canada,4456
2025-10-01,Oahu,hotel,budget,Europe,3391
2025-10-01,Oahu,hotel,budget,Other,1773
2025-10-01,Oahu,vacation_rental,luxury,US_mainland,18083
2025-10-01,Oahu,vacation_rental,luxury,Japan,5252
2025-10-01,Oahu,vacation_rental,luxury,Canada,2895
2025-10-01,Oahu,vacation_rental,luxury,Europe,2359
2025-10-01,Oahu,vacation_rental,luxury,Other,1098
2025-10-01,Oahu,vacation_rental,mid_market,US_mainland,37770
2025-10-01,Oahu,vacation_rental,mid_market,Japan,11285
2025-10-01,Oahu,vacation_rental,mid_market,Canada,6813
2025-10-01,Oahu,vacation_rental,mid_market,Europe,5196
2025-10-01,Oahu,vacation_rental,mid_market,Other,2767
2025-10-01,Oahu,vacation_rental,budget,US_mainland,13478
2025-10-01,Oahu,vacation_rental,budget,Japan,4455
2025-10-01,Oahu,vacation_rental,budget,Canada,2530
2025-10-01,Oahu,vacation_rental,budget,Europe,1897
2025-10-01,Oahu,vacation_rental,budget,Other,933
2025-10-01,Oahu,timeshare,luxury,US_mainland,8669
2025-10-01,Oahu,timeshare,luxury,Japan,2706
2025-10-01,Oahu,timeshare,luxury,Canada,1414
